e2fsprogs-1.45.6-1.el8.x86_64.rpm,e2fsprogs-1.45.6-1.el8.x86_64.rpm
e2fsprogs-devel-1.45.6-1.el8.i686.rpm,e2fsprogs-devel-1.45.6-1.el8.i686.rpm
e2fsprogs-devel-1.45.6-1.el8.x86_64.rpm,e2fsprogs-devel-1.45.6-1.el8.x86_64.rpm
e2fsprogs-libs-1.45.6-1.el8.i686.rpm,e2fsprogs-libs-1.45.6-1.el8.i686.rpm
e2fsprogs-libs-1.45.6-1.el8.x86_64.rpm,e2fsprogs-libs-1.45.6-1.el8.x86_64.rpm
ed-1.14.2-4.el8.x86_64.rpm,ed-1.14.2-4.el8.x86_64.rpm
efibootmgr-16-1.el8.x86_64.rpm,efibootmgr-16-1.el8.x86_64.rpm
efi-filesystem-3-2.el8.noarch.rpm,efi-filesystem-3-2.el8.noarch.rpm
efivar-37-4.el8.x86_64.rpm,efivar-37-4.el8.x86_64.rpm
efivar-libs-37-4.el8.i686.rpm,efivar-libs-37-4.el8.i686.rpm
efivar-libs-37-4.el8.x86_64.rpm,efivar-libs-37-4.el8.x86_64.rpm
elfutils-0.180-1.el8.x86_64.rpm,elfutils-0.180-1.el8.x86_64.rpm
elfutils-debuginfod-0.180-1.el8.x86_64.rpm,elfutils-debuginfod-0.180-1.el8.x86_64.rpm
elfutils-debuginfod-client-0.180-1.el8.i686.rpm,elfutils-debuginfod-client-0.180-1.el8.i686.rpm
elfutils-debuginfod-client-0.180-1.el8.x86_64.rpm,elfutils-debuginfod-client-0.180-1.el8.x86_64.rpm
elfutils-debuginfod-client-devel-0.180-1.el8.i686.rpm,elfutils-debuginfod-client-devel-0.180-1.el8.i686.rpm
elfutils-debuginfod-client-devel-0.180-1.el8.x86_64.rpm,elfutils-debuginfod-client-devel-0.180-1.el8.x86_64.rpm
elfutils-default-yama-scope-0.180-1.el8.noarch.rpm,elfutils-default-yama-scope-0.180-1.el8.noarch.rpm
elfutils-devel-0.180-1.el8.i686.rpm,elfutils-devel-0.180-1.el8.i686.rpm
elfutils-devel-0.180-1.el8.x86_64.rpm,elfutils-devel-0.180-1.el8.x86_64.rpm
elfutils-libelf-0.180-1.el8.i686.rpm,elfutils-libelf-0.180-1.el8.i686.rpm
elfutils-libelf-0.180-1.el8.x86_64.rpm,elfutils-libelf-0.180-1.el8.x86_64.rpm
elfutils-libelf-devel-0.180-1.el8.i686.rpm,elfutils-libelf-devel-0.180-1.el8.i686.rpm
elfutils-libelf-devel-0.180-1.el8.x86_64.rpm,elfutils-libelf-devel-0.180-1.el8.x86_64.rpm
elfutils-libs-0.180-1.el8.i686.rpm,elfutils-libs-0.180-1.el8.i686.rpm
elfutils-libs-0.180-1.el8.x86_64.rpm,elfutils-libs-0.180-1.el8.x86_64.rpm
emacs-filesystem-26.1-5.el8.noarch.rpm,emacs-filesystem-26.1-5.el8.noarch.rpm
environment-modules-4.5.2-1.el8.x86_64.rpm,environment-modules-4.5.2-1.el8.x86_64.rpm
ethtool-5.0-2.el8.x86_64.rpm,ethtool-5.0-2.el8.x86_64.rpm
expat-2.2.5-4.el8.i686.rpm,expat-2.2.5-4.el8.i686.rpm
expat-2.2.5-4.el8.x86_64.rpm,expat-2.2.5-4.el8.x86_64.rpm
expat-devel-2.2.5-4.el8.i686.rpm,expat-devel-2.2.5-4.el8.i686.rpm
expat-devel-2.2.5-4.el8.x86_64.rpm,expat-devel-2.2.5-4.el8.x86_64.rpm
expect-5.45.4-5.el8.x86_64.rpm,expect-5.45.4-5.el8.x86_64.rpm
fcoe-utils-1.0.32-7.el8.x86_64.rpm,fcoe-utils-1.0.32-7.el8.x86_64.rpm
filesystem-3.8-3.el8.x86_64.rpm,filesystem-3.8-3.el8.x86_64.rpm
findutils-4.6.0-20.el8.x86_64.rpm,findutils-4.6.0-20.el8.x86_64.rpm
fipscheck-1.5.0-4.el8.x86_64.rpm,fipscheck-1.5.0-4.el8.x86_64.rpm
fipscheck-lib-1.5.0-4.el8.i686.rpm,fipscheck-lib-1.5.0-4.el8.i686.rpm
fipscheck-lib-1.5.0-4.el8.x86_64.rpm,fipscheck-lib-1.5.0-4.el8.x86_64.rpm
firewalld-0.8.2-2.el8.noarch.rpm,firewalld-0.8.2-2.el8.noarch.rpm
firewalld-filesystem-0.8.2-2.el8.noarch.rpm,firewalld-filesystem-0.8.2-2.el8.noarch.rpm
fontconfig-2.13.1-3.el8.i686.rpm,fontconfig-2.13.1-3.el8.i686.rpm
fontconfig-2.13.1-3.el8.x86_64.rpm,fontconfig-2.13.1-3.el8.x86_64.rpm
fontconfig-devel-2.13.1-3.el8.i686.rpm,fontconfig-devel-2.13.1-3.el8.i686.rpm
fontconfig-devel-2.13.1-3.el8.x86_64.rpm,fontconfig-devel-2.13.1-3.el8.x86_64.rpm
fontpackages-filesystem-1.44-22.el8.noarch.rpm,fontpackages-filesystem-1.44-22.el8.noarch.rpm
freeipmi-1.6.1-1.el8.i686.rpm,freeipmi-1.6.1-1.el8.i686.rpm
freeipmi-1.6.1-1.el8.x86_64.rpm,freeipmi-1.6.1-1.el8.x86_64.rpm
freeipmi-bmc-watchdog-1.6.1-1.el8.x86_64.rpm,freeipmi-bmc-watchdog-1.6.1-1.el8.x86_64.rpm
freeipmi-ipmidetectd-1.6.1-1.el8.x86_64.rpm,freeipmi-ipmidetectd-1.6.1-1.el8.x86_64.rpm
freeipmi-ipmiseld-1.6.1-1.el8.x86_64.rpm,freeipmi-ipmiseld-1.6.1-1.el8.x86_64.rpm
fuse-2.9.7-12.el8.x86_64.rpm,fuse-2.9.7-12.el8.x86_64.rpm
fuse3-3.2.1-12.el8.x86_64.rpm,fuse3-3.2.1-12.el8.x86_64.rpm
fuse3-devel-3.2.1-12.el8.i686.rpm,fuse3-devel-3.2.1-12.el8.i686.rpm
fuse3-devel-3.2.1-12.el8.x86_64.rpm,fuse3-devel-3.2.1-12.el8.x86_64.rpm
fuse3-libs-3.2.1-12.el8.i686.rpm,fuse3-libs-3.2.1-12.el8.i686.rpm
fuse3-libs-3.2.1-12.el8.x86_64.rpm,fuse3-libs-3.2.1-12.el8.x86_64.rpm
fuse-common-3.2.1-12.el8.x86_64.rpm,fuse-common-3.2.1-12.el8.x86_64.rpm
fuse-devel-2.9.7-12.el8.i686.rpm,fuse-devel-2.9.7-12.el8.i686.rpm
fuse-devel-2.9.7-12.el8.x86_64.rpm,fuse-devel-2.9.7-12.el8.x86_64.rpm
fuse-libs-2.9.7-12.el8.i686.rpm,fuse-libs-2.9.7-12.el8.i686.rpm
fuse-libs-2.9.7-12.el8.x86_64.rpm,fuse-libs-2.9.7-12.el8.x86_64.rpm
fwupd-1.4.2-4.el8.x86_64.rpm,fwupd-1.4.2-4.el8.x86_64.rpm
fwupdate-11-3.el8.x86_64.rpm,fwupdate-11-3.el8.x86_64.rpm
fwupdate-efi-11-3.el8.x86_64.rpm,fwupdate-efi-11-3.el8.x86_64.rpm
fwupdate-libs-11-3.el8.x86_64.rpm,fwupdate-libs-11-3.el8.x86_64.rpm
fxload-2008_10_13-10.el8.x86_64.rpm,fxload-2008_10_13-10.el8.x86_64.rpm
gamin-0.1.10-31.el8.i686.rpm,gamin-0.1.10-31.el8.i686.rpm
